Date,Column1,Index,Incoming Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds)
12/5/2017,Tuesday,249,217,206,0.9493,11,12:00:22 AM,12:02:26 AM,12:02:02 AM,0.71
12/6/2017,Wednesday,250,24,24,1,0,12:00:19 AM,12:02:50 AM,12:01:07 AM,0.79
12/7/2017,Thursday,251,248,238,0.9597,10,12:00:13 AM,12:02:27 AM,12:01:50 AM,0.85
12/8/2017,Friday,252,222,212,0.955,10,12:00:20 AM,12:02:25 AM,12:03:41 AM,0.78
12/9/2017,Saturday,253,190,178,0.9368,12,12:00:32 AM,12:02:27 AM,12:02:45 AM,0.55
12/10/2017,Sunday,254,238,231,0.9706,7,12:00:20 AM,12:02:27 AM,12:02:03 AM,0.8
12/11/2017,Monday,255,214,205,0.9579,9,12:00:20 AM,12:02:34 AM,12:02:34 AM,0.79
12/12/2017,Tuesday,256,186,176,0.9462,10,12:00:23 AM,12:02:15 AM,12:05:03 AM,0.71
12/13/2017,Wednesday,257,21,20,0.9524,1,12:00:14 AM,12:02:25 AM,12:00:54 AM,0.85
12/14/2017,Thursday,258,169,157,0.929,12,12:00:21 AM,12:02:29 AM,12:04:30 AM,0.78
12/15/2017,Friday,259,149,141,0.9463,8,12:00:16 AM,12:02:38 AM,12:02:37 AM,0.79
12/16/2017,Saturday,260,171,164,0.9591,7,12:00:19 AM,12:02:22 AM,12:03:49 AM,0.77
12/17/2017,Sunday,261,127,122,0.9606,5,12:00:13 AM,12:02:22 AM,12:01:25 AM,0.88
12/18/2017,Monday,262,21,21,1,0,12:00:08 AM,12:03:03 AM,12:00:58 AM,0.9
12/19/2017,Tuesday,263,5,5,1,0,12:00:14 AM,12:02:37 AM,12:00:59 AM,0.8
12/20/2017,Wednesday,264,33,32,0.9697,1,12:00:26 AM,12:02:04 AM,12:01:45 AM,0.67
12/21/2017,Thursday,265,145,139,0.9586,6,12:00:20 AM,12:02:28 AM,12:03:41 AM,0.79
12/22/2017,Friday,266,129,127,0.9845,2,12:00:19 AM,12:02:13 AM,12:01:49 AM,0.76
12/23/2017,Saturday,267,194,178,0.9175,16,12:00:26 AM,12:02:36 AM,12:05:20 AM,0.67
12/24/2017,Sunday,268,194,187,0.9639,7,12:00:24 AM,12:02:25 AM,12:03:44 AM,0.77
12/25/2017,Monday,269,202,195,0.9653,7,12:00:21 AM,12:02:21 AM,12:02:59 AM,0.75
12/26/2017,Tuesday,270,214,208,0.972,6,12:00:13 AM,12:02:19 AM,12:00:57 AM,0.88
12/27/2017,Wednesday,271,28,28,1,0,12:00:13 AM,12:02:13 AM,12:01:18 AM,0.89
12/28/2017,Thursday,272,191,187,0.9791,4,12:00:15 AM,12:02:23 AM,12:01:40 AM,0.83
12/29/2017,Friday,273,205,197,0.961,8,12:00:21 AM,12:02:27 AM,12:02:23 AM,0.74
12/30/2017,Saturday,274,198,196,0.9899,2,12:00:23 AM,12:02:28 AM,12:02:03 AM,0.74
12/31/2017,Sunday,275,184,177,0.962,7,12:00:20 AM,12:02:41 AM,12:01:50 AM,0.79
1/1/2018,Monday,276,184,174,0.9457,10,12:00:25 AM,12:02:27 AM,12:02:47 AM,0.7
1/2/2018,Tuesday,277,168,160,0.9524,8,12:00:26 AM,12:02:25 AM,12:02:04 AM,0.68
1/3/2018,Wednesday,278,39,37,0.9487,2,12:00:14 AM,12:02:08 AM,12:01:03 AM,0.81
1/4/2018,Thursday,279,225,210,0.9333,15,12:00:28 AM,12:02:13 AM,12:02:33 AM,0.67
1/5/2018,Friday,280,182,174,0.956,8,12:00:32 AM,12:02:16 AM,12:03:56 AM,0.6
1/6/2018,Saturday,281,346,305,0.8815,41,12:00:45 AM,12:01:57 AM,12:05:07 AM,0.45
1/7/2018,Sunday,282,450,441,0.98,9,12:00:19 AM,12:01:53 AM,12:02:31 AM,0.78
1/8/2018,Monday,283,259,248,0.9575,11,12:00:20 AM,12:02:06 AM,12:01:51 AM,0.75
1/9/2018,Tuesday,284,231,214,0.9264,17,12:00:18 AM,12:02:06 AM,12:02:31 AM,0.8
1/10/2018,Wednesday,285,48,47,0.9792,1,12:00:13 AM,12:02:03 AM,12:01:46 AM,0.9
1/11/2018,Thursday,286,246,236,0.9593,10,12:00:20 AM,12:02:11 AM,12:04:36 AM,0.79
1/12/2018,Friday,287,202,195,0.9653,7,12:00:25 AM,12:02:15 AM,12:05:33 AM,0.75
1/13/2018,Saturday,288,153,150,0.9804,3,12:00:15 AM,12:02:15 AM,12:02:12 AM,0.82
1/14/2018,Sunday,289,178,172,0.9663,6,12:00:19 AM,12:02:15 AM,12:04:35 AM,0.78
1/15/2018,Monday,290,172,165,0.9593,7,12:00:19 AM,12:02:24 AM,12:03:24 AM,0.79
1/16/2018,Tuesday,291,208,200,0.9615,8,12:00:26 AM,12:02:23 AM,12:03:15 AM,0.69
1/17/2018,Wednesday,292,77,76,0.987,1,12:00:29 AM,12:02:16 AM,12:01:54 AM,0.58
1/18/2018,Thursday,293,291,250,0.8591,41,12:00:41 AM,12:02:20 AM,12:07:10 AM,0.55
1/19/2018,Friday,294,219,212,0.968,7,12:00:21 AM,12:02:19 AM,12:01:50 AM,0.77
1/20/2018,Saturday,295,173,169,0.9769,4,12:00:18 AM,12:02:13 AM,12:02:14 AM,0.81
1/21/2018,Sunday,296,204,197,0.9657,7,12:00:17 AM,12:02:23 AM,12:01:57 AM,0.8
1/22/2018,Monday,297,216,185,0.8565,31,12:00:30 AM,12:02:17 AM,12:06:26 AM,0.61
1/23/2018,Tuesday,298,461,441,0.9566,20,12:00:30 AM,12:02:18 AM,12:03:40 AM,0.61
1/24/2018,Wednesday,299,56,55,0.9821,1,12:00:26 AM,12:02:11 AM,12:01:53 AM,0.66
1/25/2018,Thursday,300,192,176,0.9167,16,12:00:23 AM,12:02:05 AM,12:02:47 AM,0.68
1/26/2018,Friday,301,382,365,0.9555,17,12:00:20 AM,12:01:35 AM,12:02:53 AM,0.73
1/27/2018,Saturday,302,246,223,0.9065,23,12:00:25 AM,12:02:14 AM,12:05:24 AM,0.72
1/28/2018,Sunday,303,48,46,0.9583,2,12:00:26 AM,12:02:14 AM,12:01:25 AM,0.72
1/29/2018,Monday,304,221,205,0.9276,16,12:00:26 AM,12:02:15 AM,12:03:15 AM,0.63
1/30/2018,Tuesday,305,275,261,0.9491,14,12:00:33 AM,12:02:19 AM,12:02:58 AM,0.59
1/31/2018,Wednesday,306,39,36,0.9231,3,12:00:19 AM,12:01:53 AM,12:01:52 AM,0.78
2/1/2018,Thursday,307,250,236,0.944,14,12:00:29 AM,12:02:08 AM,12:04:07 AM,0.59
2/2/2018,Friday,308,197,184,0.934,13,12:00:29 AM,12:02:23 AM,12:03:41 AM,0.56
2/3/2018,Saturday,309,223,208,0.9327,15,12:00:28 AM,12:02:21 AM,12:06:51 AM,0.72
2/4/2018,Sunday,310,240,236,0.9833,4,12:00:18 AM,12:02:14 AM,12:02:08 AM,0.78
2/5/2018,Monday,311,55,52,0.9455,3,12:00:16 AM,12:02:19 AM,12:01:42 AM,0.78
2/6/2018,Tuesday,312,59,54,0.9153,5,12:00:08 AM,12:02:06 AM,12:02:01 AM,0.85
2/7/2018,Wednesday,313,36,31,0.8611,5,12:00:11 AM,12:02:22 AM,12:01:56 AM,0.72
2/8/2018,Thursday,314,229,219,0.9563,10,12:00:13 AM,12:02:07 AM,12:02:35 AM,0.85
2/9/2018,Friday,315,206,189,0.9175,17,12:00:15 AM,12:02:19 AM,12:03:48 AM,0.83
2/10/2018,Saturday,316,225,200,0.8889,25,12:00:21 AM,12:02:21 AM,12:04:42 AM,0.73
2/11/2018,Sunday,317,200,193,0.965,7,12:00:17 AM,12:02:23 AM,12:03:40 AM,0.79
2/12/2018,Monday,318,189,179,0.9471,10,12:00:22 AM,12:02:10 AM,12:06:41 AM,0.78
2/13/2018,Tuesday,319,169,159,0.9408,10,12:00:22 AM,12:02:23 AM,12:03:26 AM,0.74
2/14/2018,Wednesday,320,41,40,0.9756,1,12:00:25 AM,12:02:32 AM,12:02:05 AM,0.68
2/15/2018,Thursday,321,218,187,0.8578,31,12:00:48 AM,12:02:15 AM,12:05:13 AM,0.52
2/16/2018,Friday,322,194,185,0.9536,9,12:00:21 AM,12:02:10 AM,12:02:45 AM,0.72
2/17/2018,Saturday,323,176,172,0.9773,4,12:00:16 AM,12:02:20 AM,12:02:15 AM,0.82
2/18/2018,Sunday,324,181,179,0.989,2,12:00:18 AM,12:02:21 AM,12:02:17 AM,0.81
2/19/2018,Monday,325,159,151,0.9497,8,12:00:29 AM,12:01:59 AM,12:03:41 AM,0.61
2/20/2018,Tuesday,326,144,135,0.9375,9,12:00:24 AM,12:02:12 AM,12:06:25 AM,0.71
2/21/2018,Wednesday,327,30,29,0.9667,1,12:00:33 AM,12:02:58 AM,12:02:16 AM,0.6
2/22/2018,Thursday,328,197,185,0.9391,12,12:00:24 AM,12:02:18 AM,12:02:20 AM,0.68
2/23/2018,Friday,329,56,47,0.8393,9,12:00:24 AM,12:02:22 AM,12:02:48 AM,0.59
2/24/2018,Saturday,330,182,153,0.8407,29,12:00:38 AM,12:02:17 AM,12:10:41 AM,0.54
2/25/2018,Sunday,331,178,166,0.9326,12,12:00:30 AM,12:02:24 AM,12:05:12 AM,0.62
2/26/2018,Monday,332,183,164,0.8962,19,12:00:25 AM,12:02:04 AM,12:03:40 AM,0.66
2/27/2018,Tuesday,333,197,182,0.9239,15,12:00:28 AM,12:02:25 AM,12:04:20 AM,0.65
2/28/2018,Wednesday,334,60,58,0.9667,2,12:00:37 AM,12:02:36 AM,12:03:10 AM,0.54
3/1/2018,Thursday,335,241,224,0.9295,17,12:00:23 AM,12:02:25 AM,12:02:45 AM,0.7
3/2/2018,Friday,336,307,295,0.9609,12,12:00:29 AM,12:02:16 AM,12:02:45 AM,0.6
3/3/2018,Saturday,337,295,289,0.9797,6,12:00:26 AM,12:02:23 AM,12:03:11 AM,0.71
3/4/2018,Sunday,338,239,230,0.9623,9,12:00:26 AM,12:02:14 AM,12:03:14 AM,0.69
3/5/2018,Monday,339,241,231,0.9585,10,12:00:23 AM,12:02:25 AM,12:01:52 AM,0.72
3/6/2018,Tuesday,340,211,195,0.9242,16,12:00:33 AM,12:02:42 AM,12:03:16 AM,0.52
3/7/2018,Wednesday,341,40,35,0.875,5,12:00:40 AM,12:02:35 AM,12:03:12 AM,0.48
3/8/2018,Thursday,342,192,174,0.9063,18,12:00:32 AM,12:02:16 AM,12:03:40 AM,0.56
3/9/2018,Friday,343,201,179,0.8905,22,12:00:35 AM,12:02:18 AM,12:03:40 AM,0.57
3/10/2018,Saturday,344,274,247,0.9015,27,12:00:28 AM,12:02:10 AM,12:04:04 AM,0.64
3/11/2018,Sunday,345,205,176,0.8585,29,12:00:41 AM,12:02:16 AM,12:05:11 AM,0.46
3/12/2018,Monday,346,177,160,0.904,17,12:00:28 AM,12:02:20 AM,12:03:59 AM,0.59
3/13/2018,Tuesday,347,159,151,0.9497,8,12:00:22 AM,12:02:08 AM,12:07:22 AM,0.73
3/14/2018,Wednesday,348,33,28,0.8485,5,12:00:13 AM,12:02:30 AM,12:01:02 AM,0.67
3/15/2018,Thursday,349,228,210,0.9211,18,12:00:23 AM,12:02:08 AM,12:03:09 AM,0.67
3/16/2018,Friday,350,177,172,0.9718,5,12:00:25 AM,12:02:15 AM,12:02:52 AM,0.69
3/17/2018,Saturday,351,197,169,0.8579,28,12:00:34 AM,12:02:30 AM,12:07:41 AM,0.56
3/18/2018,Sunday,352,721,616,0.8544,105,12:00:57 AM,12:01:55 AM,12:05:48 AM,0.28
3/19/2018,Monday,353,301,270,0.897,31,12:00:42 AM,12:02:05 AM,12:10:06 AM,0.42
3/20/2018,Tuesday,354,179,175,0.9777,4,12:00:24 AM,12:02:21 AM,12:03:12 AM,0.71
3/21/2018,Wednesday,355,45,45,1,0,12:00:16 AM,12:02:11 AM,12:03:21 AM,0.87
3/22/2018,Thursday,356,180,164,0.9111,16,12:00:25 AM,12:02:22 AM,12:01:50 AM,0.62
3/23/2018,Friday,357,206,200,0.9709,6,12:00:22 AM,12:02:19 AM,12:02:07 AM,0.75
3/24/2018,Saturday,358,187,181,0.9679,6,12:00:32 AM,12:02:30 AM,12:03:54 AM,0.63
3/25/2018,Sunday,359,186,177,0.9516,9,12:00:28 AM,12:02:22 AM,12:05:30 AM,0.68
3/26/2018,Monday,360,189,180,0.9524,9,12:00:35 AM,12:02:15 AM,12:03:24 AM,0.56
3/27/2018,Tuesday,361,127,116,0.9134,11,12:00:34 AM,12:02:25 AM,12:02:46 AM,0.56
3/28/2018,Wednesday,362,93,90,0.9677,3,12:00:26 AM,12:01:57 AM,12:02:57 AM,0.63
3/29/2018,Thursday,363,328,292,0.8902,36,12:00:37 AM,12:02:17 AM,12:06:25 AM,0.5
3/30/2018,Friday,364,238,223,0.937,15,12:00:33 AM,12:02:23 AM,12:03:40 AM,0.59
3/31/2018,Saturday,365,237,222,0.9367,15,12:00:34 AM,12:02:24 AM,12:02:52 AM,0.54
4/1/2018,Sunday,366,257,235,0.9144,22,12:00:45 AM,12:02:31 AM,12:04:24 AM,0.45
4/2/2018,Monday,367,238,223,0.937,15,12:00:32 AM,12:02:17 AM,12:03:22 AM,0.55
4/3/2018,Tuesday,368,199,164,0.8241,35,12:00:32 AM,12:02:13 AM,12:06:56 AM,0.59
4/4/2018,Wednesday,369,30,27,0.9,3,12:00:32 AM,12:02:34 AM,12:02:37 AM,0.61
4/5/2018,Thursday,370,176,163,0.9261,13,12:00:38 AM,12:02:05 AM,12:05:30 AM,0.54
4/6/2018,Friday,371,162,144,0.8889,18,12:00:41 AM,12:02:25 AM,12:03:40 AM,0.5
4/7/2018,Saturday,372,169,157,0.929,12,12:00:29 AM,12:02:29 AM,12:01:56 AM,0.54
4/8/2018,Sunday,373,155,146,0.9419,9,12:00:30 AM,12:02:18 AM,12:03:10 AM,0.51
4/9/2018,Monday,374,247,205,0.83,42,12:00:49 AM,12:02:26 AM,12:07:36 AM,0.38
4/10/2018,Tuesday,375,191,186,0.9738,5,12:00:24 AM,12:02:14 AM,12:01:54 AM,0.71
4/11/2018,Wednesday,376,30,29,0.9667,1,12:00:06 AM,12:02:15 AM,12:00:46 AM,0.93
4/12/2018,Thursday,377,316,290,0.9177,26,12:00:31 AM,12:02:21 AM,12:04:02 AM,0.59
4/13/2018,Friday,378,211,195,0.9242,16,12:00:34 AM,12:02:21 AM,12:06:25 AM,0.56
4/14/2018,Saturday,379,208,169,0.8125,39,12:00:45 AM,12:02:18 AM,12:07:15 AM,0.46
4/15/2018,Sunday,380,130,124,0.9538,6,12:00:22 AM,12:02:17 AM,12:02:15 AM,0.69
4/16/2018,Monday,381,134,129,0.9627,5,12:00:24 AM,12:02:12 AM,12:03:28 AM,0.71
4/17/2018,Tuesday,382,124,121,0.9758,3,12:00:27 AM,12:02:19 AM,12:03:19 AM,0.71
4/18/2018,Wednesday,383,47,43,0.9149,4,12:00:37 AM,12:02:18 AM,12:03:16 AM,0.54
4/19/2018,Thursday,384,197,186,0.9442,11,12:00:28 AM,12:02:18 AM,12:02:27 AM,0.64
4/20/2018,Friday,385,158,146,0.9241,12,12:00:31 AM,12:02:24 AM,12:03:40 AM,0.57
4/21/2018,Saturday,386,163,151,0.9264,12,12:00:28 AM,12:02:13 AM,12:04:53 AM,0.64
4/22/2018,Sunday,387,178,160,0.8989,18,12:00:35 AM,12:02:39 AM,12:04:41 AM,0.54
4/23/2018,Monday,388,151,128,0.8477,23,12:00:35 AM,12:02:23 AM,12:05:38 AM,0.53
4/24/2018,Tuesday,389,118,106,0.8983,12,12:00:33 AM,12:02:25 AM,12:04:32 AM,0.55
4/25/2018,Wednesday,390,31,28,0.9032,3,12:00:40 AM,12:02:40 AM,12:03:12 AM,0.43
4/26/2018,Thursday,391,139,134,0.964,5,12:00:31 AM,12:02:23 AM,12:02:50 AM,0.59
4/27/2018,Friday,392,171,154,0.9006,17,12:00:27 AM,12:02:24 AM,12:06:28 AM,0.66
4/28/2018,Saturday,393,160,156,0.975,4,12:00:27 AM,12:02:15 AM,12:01:47 AM,0.65
4/29/2018,Sunday,394,177,169,0.9548,8,12:00:29 AM,12:02:31 AM,12:03:40 AM,0.64
4/30/2018,Monday,395,187,180,0.9626,7,12:00:26 AM,12:02:22 AM,12:05:56 AM,0.66
5/1/2018,Tuesday,396,147,138,0.9388,9,12:00:26 AM,12:02:24 AM,12:05:19 AM,0.61
5/2/2018,Wednesday,397,35,35,1,0,12:00:08 AM,12:02:10 AM,12:00:47 AM,0.89
5/3/2018,Thursday,398,208,194,0.9327,14,12:00:35 AM,12:02:26 AM,12:04:26 AM,0.57
5/4/2018,Friday,399,162,155,0.9568,7,12:00:19 AM,12:02:17 AM,12:03:43 AM,0.78
5/5/2018,Saturday,400,152,143,0.9408,9,12:00:22 AM,12:02:28 AM,12:03:41 AM,0.7
5/6/2018,Sunday,401,132,125,0.947,7,12:00:26 AM,12:02:07 AM,12:03:52 AM,0.69
5/7/2018,Monday,402,133,131,0.985,2,12:00:12 AM,12:02:19 AM,12:01:19 AM,0.87
5/8/2018,Tuesday,403,129,121,0.938,8,12:00:33 AM,12:02:37 AM,12:04:01 AM,0.61
5/9/2018,Wednesday,404,37,35,0.9459,2,12:00:19 AM,12:02:21 AM,12:01:32 AM,0.76
5/10/2018,Thursday,405,56,54,0.9643,2,12:00:13 AM,12:02:33 AM,12:02:13 AM,0.87
5/11/2018,Friday,406,215,210,0.9767,5,12:00:12 AM,12:01:34 AM,12:01:42 AM,0.88
5/12/2018,Saturday,407,50,46,0.92,4,12:00:14 AM,12:02:42 AM,12:01:13 AM,0.72
5/13/2018,Sunday,408,136,129,0.9485,7,12:00:22 AM,12:02:26 AM,12:02:30 AM,0.66
5/14/2018,Monday,409,160,142,0.8875,18,12:00:35 AM,12:02:34 AM,12:03:10 AM,0.56
5/15/2018,Tuesday,410,132,115,0.8712,17,12:00:36 AM,12:02:27 AM,12:04:35 AM,0.49
5/16/2018,Wednesday,411,30,28,0.9333,2,12:00:47 AM,12:02:36 AM,12:02:22 AM,0.4
5/17/2018,Thursday,412,150,140,0.9333,10,12:00:29 AM,12:02:32 AM,12:02:11 AM,0.63
5/18/2018,Friday,413,160,144,0.9,16,12:00:46 AM,12:02:39 AM,12:04:25 AM,0.5
5/19/2018,Saturday,414,132,122,0.9242,10,12:00:37 AM,12:02:38 AM,12:03:51 AM,0.5
5/20/2018,Sunday,415,161,151,0.9379,10,12:00:28 AM,12:02:07 AM,12:02:50 AM,0.61
5/21/2018,Monday,416,156,149,0.9551,7,12:00:22 AM,12:02:28 AM,12:04:11 AM,0.7
5/22/2018,Tuesday,417,137,128,0.9343,9,12:00:31 AM,12:02:30 AM,12:05:04 AM,0.63
5/23/2018,Wednesday,418,28,25,0.8929,3,12:01:00 AM,12:02:47 AM,12:04:46 AM,0.32
5/24/2018,Thursday,419,141,133,0.9433,8,12:00:33 AM,12:02:42 AM,12:04:38 AM,0.63
5/25/2018,Friday,420,130,123,0.9462,7,12:00:32 AM,12:02:40 AM,12:02:20 AM,0.53
5/26/2018,Saturday,421,161,155,0.9627,6,12:00:27 AM,12:02:43 AM,12:02:43 AM,0.74
5/27/2018,Sunday,422,139,132,0.9496,7,12:00:28 AM,12:02:40 AM,12:01:51 AM,0.63
5/28/2018,Monday,423,167,130,0.7784,37,12:00:29 AM,12:02:34 AM,12:11:56 AM,0.55
5/29/2018,Tuesday,424,138,122,0.8841,16,12:00:35 AM,12:02:49 AM,12:05:30 AM,0.58
5/30/2018,Wednesday,425,47,44,0.9362,3,12:00:26 AM,12:03:11 AM,12:03:29 AM,0.63
5/31/2018,Thursday,426,230,206,0.8957,24,12:00:38 AM,12:02:34 AM,12:04:35 AM,0.47
6/1/2018,Friday,427,177,153,0.8644,24,12:00:30 AM,12:02:53 AM,12:04:28 AM,0.55
6/2/2018,Saturday,428,159,149,0.9371,10,12:00:33 AM,12:02:40 AM,12:04:32 AM,0.61
6/3/2018,Sunday,429,151,135,0.894,16,12:00:36 AM,12:02:32 AM,12:04:41 AM,0.53
6/4/2018,Monday,430,138,126,0.913,12,12:00:34 AM,12:02:17 AM,12:04:10 AM,0.6
6/5/2018,Tuesday,431,118,118,1,0,12:00:26 AM,12:02:33 AM,12:01:38 AM,0.66
6/6/2018,Wednesday,432,22,21,0.9545,1,12:00:42 AM,12:02:24 AM,12:02:56 AM,0.52
6/7/2018,Thursday,433,177,156,0.8814,21,12:00:42 AM,12:02:39 AM,12:03:16 AM,0.42
6/8/2018,Friday,434,156,147,0.9423,9,12:00:29 AM,12:02:31 AM,12:03:41 AM,0.64
6/9/2018,Saturday,435,123,121,0.9837,2,12:00:26 AM,12:02:28 AM,12:03:29 AM,0.64
6/10/2018,Sunday,436,130,125,0.9615,5,12:00:26 AM,12:02:29 AM,12:03:28 AM,0.67
6/11/2018,Monday,437,141,134,0.9504,7,12:00:39 AM,12:02:33 AM,12:03:08 AM,0.56
6/12/2018,Tuesday,438,121,113,0.9339,8,12:00:38 AM,12:02:38 AM,12:04:18 AM,0.51
6/13/2018,Wednesday,439,35,31,0.8857,4,12:00:34 AM,12:02:05 AM,12:04:29 AM,0.47
6/14/2018,Thursday,440,240,226,0.9417,14,12:00:36 AM,12:02:15 AM,12:04:06 AM,0.57
6/15/2018,Friday,441,130,118,0.9077,12,12:00:32 AM,12:02:23 AM,12:03:40 AM,0.58
6/16/2018,Saturday,442,140,130,0.9286,10,12:00:29 AM,12:02:31 AM,12:07:35 AM,0.62
6/17/2018,Sunday,443,131,111,0.8473,20,12:00:38 AM,12:03:16 AM,12:09:59 AM,0.6
6/18/2018,Monday,444,74,74,1,0,12:00:13 AM,12:02:55 AM,12:01:53 AM,0.89
6/19/2018,Tuesday,445,24,24,1,0,12:00:12 AM,12:02:47 AM,12:00:57 AM,0.83
6/20/2018,Wednesday,446,11,10,0.9091,1,12:00:13 AM,12:02:24 AM,12:00:55 AM,0.82
6/21/2018,Thursday,447,28,26,0.9286,2,12:00:10 AM,12:02:30 AM,12:01:26 AM,0.81
6/22/2018,Friday,448,43,43,1,0,12:00:08 AM,12:02:23 AM,12:00:52 AM,0.88
6/23/2018,Saturday,449,62,62,1,0,12:00:17 AM,12:02:12 AM,12:01:26 AM,0.82
6/24/2018,Sunday,450,70,69,0.9857,1,12:00:22 AM,12:02:06 AM,12:08:40 AM,0.81
6/25/2018,Monday,451,107,97,0.9065,10,12:00:21 AM,12:02:26 AM,12:02:40 AM,0.69
6/26/2018,Tuesday,452,91,85,0.9341,6,12:00:30 AM,12:02:27 AM,12:05:49 AM,0.63
6/27/2018,Wednesday,453,25,25,1,0,12:00:11 AM,12:02:40 AM,12:00:55 AM,0.84
6/28/2018,Thursday,454,85,79,0.9294,6,12:00:24 AM,12:02:31 AM,12:03:07 AM,0.72
6/29/2018,Friday,455,91,83,0.9121,8,12:00:26 AM,12:02:37 AM,12:03:40 AM,0.63
6/30/2018,Saturday,456,48,46,0.9583,2,12:00:11 AM,12:02:13 AM,12:01:22 AM,0.83
7/1/2018,Sunday,457,14,11,0.7857,3,12:00:18 AM,12:02:27 AM,12:02:45 AM,0.62
7/2/2018,Monday,458,43,42,0.9767,1,12:00:22 AM,12:02:47 AM,12:03:15 AM,0.74
7/3/2018,Tuesday,459,74,69,0.9324,5,12:00:23 AM,12:02:31 AM,12:04:48 AM,0.77
7/4/2018,Wednesday,460,33,33,1,0,12:00:14 AM,12:02:25 AM,12:01:29 AM,0.82
7/5/2018,Thursday,461,124,112,0.9032,12,12:00:26 AM,12:02:36 AM,12:05:30 AM,0.65
7/6/2018,Friday,462,130,126,0.9692,4,12:00:25 AM,12:02:30 AM,12:02:58 AM,0.66
7/7/2018,Saturday,463,139,139,1,0,12:00:18 AM,12:02:40 AM,12:03:03 AM,0.78
7/8/2018,Sunday,464,138,130,0.942,8,12:00:26 AM,12:02:27 AM,12:01:52 AM,0.61
7/9/2018,Monday,465,125,119,0.952,6,12:00:22 AM,12:02:29 AM,12:03:40 AM,0.68
7/10/2018,Tuesday,466,98,96,0.9796,2,12:00:20 AM,12:02:36 AM,12:02:53 AM,0.77
7/11/2018,Wednesday,467,12,12,1,0,12:00:18 AM,12:03:07 AM,12:01:36 AM,0.83
7/12/2018,Thursday,468,119,117,0.9832,2,12:00:18 AM,12:02:39 AM,12:02:43 AM,0.78
7/13/2018,Friday,469,100,96,0.96,4,12:00:21 AM,12:02:37 AM,12:02:45 AM,0.76
7/14/2018,Saturday,470,146,133,0.911,13,12:00:31 AM,12:02:30 AM,12:03:40 AM,0.58
7/15/2018,Sunday,471,131,127,0.9695,4,12:00:22 AM,12:02:25 AM,12:02:28 AM,0.73
7/16/2018,Monday,472,107,104,0.972,3,12:00:08 AM,12:02:27 AM,12:01:36 AM,0.92
7/17/2018,Tuesday,473,112,105,0.9375,7,12:00:24 AM,12:02:38 AM,12:04:28 AM,0.67
7/18/2018,Wednesday,474,21,21,1,0,12:00:32 AM,12:02:31 AM,12:01:25 AM,0.52
7/19/2018,Thursday,475,125,104,0.832,21,12:00:37 AM,12:02:44 AM,12:02:45 AM,0.45
7/20/2018,Friday,476,35,34,0.9714,1,12:00:24 AM,12:02:12 AM,12:02:16 AM,0.74
7/21/2018,Saturday,477,121,109,0.9008,12,12:00:38 AM,12:02:32 AM,12:05:21 AM,0.54
7/22/2018,Sunday,478,135,122,0.9037,13,12:00:32 AM,12:02:34 AM,12:03:08 AM,0.58
7/23/2018,Monday,479,117,114,0.9744,3,12:00:22 AM,12:02:38 AM,12:02:27 AM,0.76
7/24/2018,Tuesday,480,114,97,0.8509,17,12:00:39 AM,12:02:50 AM,12:08:16 AM,0.45
7/25/2018,Wednesday,481,50,49,0.98,1,12:00:35 AM,12:02:55 AM,12:02:22 AM,0.52
7/26/2018,Thursday,482,207,198,0.9565,9,12:00:16 AM,12:02:43 AM,12:03:51 AM,0.8
7/27/2018,Friday,483,189,183,0.9683,6,12:00:21 AM,12:02:31 AM,12:03:58 AM,0.74
7/28/2018,Saturday,484,162,156,0.963,6,12:00:24 AM,12:02:22 AM,12:02:08 AM,0.66
7/29/2018,Sunday,485,177,165,0.9322,12,12:00:26 AM,12:02:31 AM,12:03:50 AM,0.66
7/30/2018,Monday,486,177,167,0.9435,10,12:00:23 AM,12:02:35 AM,12:02:45 AM,0.69
7/31/2018,Tuesday,487,163,134,0.8221,29,12:00:38 AM,12:02:42 AM,12:07:16 AM,0.47
8/1/2018,Wednesday,488,24,20,0.8333,4,12:00:26 AM,12:03:23 AM,12:02:16 AM,0.65
8/2/2018,Thursday,489,146,139,0.9521,7,12:00:18 AM,12:02:34 AM,12:06:21 AM,0.76
8/3/2018,Friday,490,143,141,0.986,2,12:00:22 AM,12:02:45 AM,12:02:45 AM,0.72
8/4/2018,Saturday,491,132,122,0.9242,10,12:00:31 AM,12:02:28 AM,12:04:36 AM,0.56
8/5/2018,Sunday,492,137,130,0.9489,7,12:00:26 AM,12:02:25 AM,12:02:06 AM,0.64
8/6/2018,Monday,493,112,104,0.9286,8,12:00:43 AM,12:02:37 AM,12:04:07 AM,0.41
8/7/2018,Tuesday,494,110,91,0.8273,19,12:00:50 AM,12:02:38 AM,12:05:12 AM,0.37
8/8/2018,Wednesday,495,24,22,0.9167,2,12:00:32 AM,12:02:14 AM,12:04:46 AM,0.58
8/9/2018,Thursday,496,168,154,0.9167,14,12:00:36 AM,12:02:44 AM,12:03:52 AM,0.49
8/10/2018,Friday,497,146,116,0.7945,30,12:00:42 AM,12:02:28 AM,12:15:00 AM,0.55
8/11/2018,Saturday,498,100,95,0.95,5,12:00:31 AM,12:02:38 AM,12:02:53 AM,0.57
